startdate,eventid,domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,vstid,pointid,stemdistance,stemazimuth,supportingstemtagid,previouslytaggedas,taxonid,identificationqualifier,remarks,measuredby,recordedby
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,3,00687,NEON.PLA.D07.MLBS.00687,,43,16.7,237.7,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00688,NEON.PLA.D07.MLBS.00688,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00689,NEON.PLA.D07.MLBS.00689,,43,21.6,241.2,NA,,QUCO2,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00690,NEON.PLA.D07.MLBS.00690,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00691,NEON.PLA.D07.MLBS.00691,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00692,NEON.PLA.D07.MLBS.00692,,43,19,230.5,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00693,NEON.PLA.D07.MLBS.00693,VST.MLBS.00693.2015,39,9.1,41.6,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2017-10-24,vst_MLBS_2017,D07,MLBS,MLBS_074,23,,00693A,NEON.PLA.D07.MLBS.00693A,VST.MLBS.00693A.2017,39,9.1,41.6,,,ACPE,,,aferchaud@battelleecology.org,mcumberland@battelleecology.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00694,NEON.PLA.D07.MLBS.00694,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00695,NEON.PLA.D07.MLBS.00695,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00696,NEON.PLA.D07.MLBS.00696,,43,21.5,224.7,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00697,NEON.PLA.D07.MLBS.00697,,43,23.7,229,NA,,ACRU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00698,NEON.PLA.D07.MLBS.00698,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00699,NEON.PLA.D07.MLBS.00699,,43,26,230.3,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00700,NEON.PLA.D07.MLBS.00700,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00701,NEON.PLA.D07.MLBS.00701,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00702,NEON.PLA.D07.MLBS.00702,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00703,NEON.PLA.D07.MLBS.00703,,43,23.9,214.5,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00704,NEON.PLA.D07.MLBS.00704,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00705,NEON.PLA.D07.MLBS.00705,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,1,00706,NEON.PLA.D07.MLBS.00706,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00707,NEON.PLA.D07.MLBS.00707,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00708,NEON.PLA.D07.MLBS.00708,,43,17.4,215.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00709,NEON.PLA.D07.MLBS.00709,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00710,NEON.PLA.D07.MLBS.00710,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00711,NEON.PLA.D07.MLBS.00711,,43,19.3,196.8,NA,,PIEC2,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00712,NEON.PLA.D07.MLBS.00712,,43,18.2,187.9,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00713,NEON.PLA.D07.MLBS.00713,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00714,NEON.PLA.D07.MLBS.00714,,,,,,,ACRU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00715,NEON.PLA.D07.MLBS.00715,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00716,NEON.PLA.D07.MLBS.00716,,43,12.9,191.2,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00717,NEON.PLA.D07.MLBS.00717,,,,,,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00718,NEON.PLA.D07.MLBS.00718,,43,14.4,210.2,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2017-10-24,vst_MLBS_2017,D07,MLBS,MLBS_074,23,2,00718A,NEON.PLA.D07.MLBS.00718A,VST.MLBS.00718A.2017,25,9.5,311.5,,,NYSY,,,aferchaud@battelleecology.org,mcumberland@battelleecology.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00719,NEON.PLA.D07.MLBS.00719,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00720,NEON.PLA.D07.MLBS.00720,,,,,,,KALA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,2,00721,NEON.PLA.D07.MLBS.00721,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00722,NEON.PLA.D07.MLBS.00722,,,,,,,NYSY,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00723,NEON.PLA.D07.MLBS.00723,,43,12.9,233.4,NA,,ACRU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00724,NEON.PLA.D07.MLBS.00724,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00725,NEON.PLA.D07.MLBS.00725,,43,8,216.5,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00726,NEON.PLA.D07.MLBS.00726,,43,7,230,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00727,NEON.PLA.D07.MLBS.00727,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00728,NEON.PLA.D07.MLBS.00728,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00729,NEON.PLA.D07.MLBS.00729,,43,5.8,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00729A,NEON.PLA.D07.MLBS.00729A,,43,5.8,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00729B,NEON.PLA.D07.MLBS.00729B,,43,5.8,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00729C,NEON.PLA.D07.MLBS.00729C,,43,5.8,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00729D,NEON.PLA.D07.MLBS.00729D,,43,5.8,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,23,4,00729E,NEON.PLA.D07.MLBS.00729E,,43,5.8,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00730,NEON.PLA.D07.MLBS.00730,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00731,NEON.PLA.D07.MLBS.00731,,43,17.3,276.2,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00732,NEON.PLA.D07.MLBS.00732,,43,15.4,276.6,NA,,QUCO2,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00733,NEON.PLA.D07.MLBS.00733,,43,11.6,293.7,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00733A,NEON.PLA.D07.MLBS.00733A,,43,11.6,293.7,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2017-10-24,vst_MLBS_2017,D07,MLBS,MLBS_074,41,1,00733B,NEON.PLA.D07.MLBS.00733B,VST.MLBS.00733B.2017,41,10.2,62.8,,,ACRU,,,aferchaud@battelleecology.org,mcumberland@battelleecology.org
2017-10-24,vst_MLBS_2017,D07,MLBS,MLBS_074,41,1,00733C,NEON.PLA.D07.MLBS.00733C,VST.MLBS.00733C.2017,41,10.2,62.8,,,ACRU,,,aferchaud@battelleecology.org,mcumberland@battelleecology.org
2017-10-24,vst_MLBS_2017,D07,MLBS,MLBS_074,41,1,00733D,NEON.PLA.D07.MLBS.00733D,VST.MLBS.00733D.2017,41,10.2,62.8,,,ACRU,,,aferchaud@battelleecology.org,mcumberland@battelleecology.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00734,NEON.PLA.D07.MLBS.00734,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00735,NEON.PLA.D07.MLBS.00735,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00736,NEON.PLA.D07.MLBS.00736,,43,22.5,299,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00737,NEON.PLA.D07.MLBS.00737,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,1,00738,NEON.PLA.D07.MLBS.00738,,43,17.4,296.2,NA,,NYSY,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00739,NEON.PLA.D07.MLBS.00739,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00740,NEON.PLA.D07.MLBS.00740,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00741,NEON.PLA.D07.MLBS.00741,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00742,NEON.PLA.D07.MLBS.00742,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00743,NEON.PLA.D07.MLBS.00743,,43,18.1,315.3,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00744,NEON.PLA.D07.MLBS.00744,,43,16.6,315.3,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00745,NEON.PLA.D07.MLBS.00745,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,3,00746,NEON.PLA.D07.MLBS.00746,,,,,,,KALA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00747,NEON.PLA.D07.MLBS.00747,,43,23.4,324,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00748,NEON.PLA.D07.MLBS.00748,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00749,NEON.PLA.D07.MLBS.00749,,43,18.6,330.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00749A,NEON.PLA.D07.MLBS.00749A,,43,18.6,330.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00750,NEON.PLA.D07.MLBS.00750,,43,16.4,337.5,NA,,2PLANT,,unknown hardwood,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00751,NEON.PLA.D07.MLBS.00751,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00752,NEON.PLA.D07.MLBS.00752,,43,13,333.8,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00753,NEON.PLA.D07.MLBS.00753,,43,12.6,334.9,NA,,2PLANT,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00754,NEON.PLA.D07.MLBS.00754,,43,11.7,345.2,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,4,00755,NEON.PLA.D07.MLBS.00755,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,2,00756,NEON.PLA.D07.MLBS.00756,,43,10.7,318.4,NA,,PIEC2,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,2,00757,NEON.PLA.D07.MLBS.00757,,43,7.7,325.5,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,2,00758,NEON.PLA.D07.MLBS.00758,,43,6.6,320.9,NA,,ACRU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,2,00759,NEON.PLA.D07.MLBS.00759,,43,4.7,339.5,NA,,PINUS,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_074,41,2,00760,NEON.PLA.D07.MLBS.00760,,43,5.8,317.2,NA,,MAAC,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00761,NEON.PLA.D07.MLBS.00761,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00762,NEON.PLA.D07.MLBS.00762,,,,,,,ILMO,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00763,NEON.PLA.D07.MLBS.00763,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00764,NEON.PLA.D07.MLBS.00764,,43,11.4,261.9,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00765,NEON.PLA.D07.MLBS.00765,,43,11,261,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00766,NEON.PLA.D07.MLBS.00766,,43,19.1,257.1,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00767,NEON.PLA.D07.MLBS.00767,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00768,NEON.PLA.D07.MLBS.00768,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00769,NEON.PLA.D07.MLBS.00769,,43,17.6,252.8,NA,,AMLA,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00770,NEON.PLA.D07.MLBS.00770,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00771,NEON.PLA.D07.MLBS.00771,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00772,NEON.PLA.D07.MLBS.00772,,43,19.4,245.8,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00773,NEON.PLA.D07.MLBS.00773,,43,20.5,242.7,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00774,NEON.PLA.D07.MLBS.00774,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00775,NEON.PLA.D07.MLBS.00775,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00776,NEON.PLA.D07.MLBS.00776,,43,14.7,237.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00777,NEON.PLA.D07.MLBS.00777,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00778,NEON.PLA.D07.MLBS.00778,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,3,00779,NEON.PLA.D07.MLBS.00779,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00780,NEON.PLA.D07.MLBS.00780,,43,9.8,253.5,NA,,QUCO2,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00781,NEON.PLA.D07.MLBS.00781,VST.MLBS.00781.2015,43,10.4,233.1,,,MAAC,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2017-10-02,vst_MLBS_2017,D07,MLBS,MLBS_073,23,4,00781A,NEON.PLA.D07.MLBS.00781A,VST.MLBS.00781A.2017,43,10.4,233.1,,,MAAC,,,lelmore@battelleecology.org,elaske@battelleecology.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00782,NEON.PLA.D07.MLBS.00782,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00783,NEON.PLA.D07.MLBS.00783,,43,4.6,238.7,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00784,NEON.PLA.D07.MLBS.00784,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00785,NEON.PLA.D07.MLBS.00785,,43,7,220.4,NA,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00786,NEON.PLA.D07.MLBS.00786,,,,,,,KALA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00787,NEON.PLA.D07.MLBS.00787,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00788,NEON.PLA.D07.MLBS.00788,,43,8.2,208.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00789,NEON.PLA.D07.MLBS.00789,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00790,NEON.PLA.D07.MLBS.00790,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,4,00791,NEON.PLA.D07.MLBS.00791,,43,14,218.5,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,2,00792,NEON.PLA.D07.MLBS.00792,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,2,00793,NEON.PLA.D07.MLBS.00793,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,2,00794,NEON.PLA.D07.MLBS.00794,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,2,00795,NEON.PLA.D07.MLBS.00795,,43,21,203.2,NA,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,2,00796,NEON.PLA.D07.MLBS.00796,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,2,00797,NEON.PLA.D07.MLBS.00797,,43,17.2,210.6,NA,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00798,NEON.PLA.D07.MLBS.00798,,43,22.4,210.9,NA,,QUCO2,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00799,NEON.PLA.D07.MLBS.00799,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00800,NEON.PLA.D07.MLBS.00800,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00801,NEON.PLA.D07.MLBS.00801,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00802,NEON.PLA.D07.MLBS.00802,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00803,NEON.PLA.D07.MLBS.00803,,43,25.3,224,NA,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00804,NEON.PLA.D07.MLBS.00804,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2017-10-10,vst_MLBS_2017,D07,MLBS,MLBS_073,23,,00804A,NEON.PLA.D07.MLBS.00804A,VST.MLBS.00804A.2017,,,,,,ACPE,,,elaske@battelleecology.org,lelmore@battelleecology.org
2017-10-10,vst_MLBS_2017,D07,MLBS,MLBS_073,23,,00804B,NEON.PLA.D07.MLBS.00804B,VST.MLBS.00804B.2017,,,,,,ACPE,,,elaske@battelleecology.org,lelmore@battelleecology.org
2015-09-30,vst_MLBS_2015,D07,MLBS,MLBS_073,23,1,00805,NEON.PLA.D07.MLBS.00805,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
